6150221_00	28.4875933318	-16.3564320668	673.8550843317	21 2  2014	 0 11 18.00     	
6150221_00	28.4875999529	-16.3564519217	673.8392118271	21 2  2014	 0 11 18.20     	
6150221_00	28.4876065838	-16.3564718206	673.8327344609	21 2  2014	 0 11 18.40     	
6150221_00	28.4876132035	-16.3564917393	673.8099986417	21 2  2014	 0 11 18.60     	
6150221_00	28.4876198180	-16.3565117455	673.7950838925	21 2  2014	 0 11 18.80     	
6150221_00	28.4876264274	-16.3565318294	673.7829868132	21 2  2014	 0 11 19.00     	
6150221_00	28.4876330791	-16.3565520296	673.7752525713	21 2  2014	 0 11 19.20     	
6150221_00	28.4876397491	-16.3565722658	673.7605740158	21 2  2014	 0 11 19.40     	
6150221_00	28.4876464208	-16.3565926610	673.7376766680	21 2  2014	 0 11 19.60     	
6150221_00	28.4876530929	-16.3566131415	673.7172115101	21 2  2014	 0 11 19.80     	
6150221_00	28.4876597441	-16.3566337087	673.7023508698	21 2  2014	 0 11 20.00     	
6150221_00	28.4876664576	-16.3566544032	673.6865656348	21 2  2014	 0 11 20.20     	
6150221_00	28.4876731245	-16.3566750950	673.6676730216	21 2  2014	 0 11 20.40     	
6150221_00	28.4876797721	-16.3566956727	673.6512086503	21 2  2014	 0 11 20.60     	
6150221_00	28.4876863508	-16.3567161456	673.6295664031	21 2  2014	 0 11 20.80     	
6150221_00	28.4876928642	-16.3567365125	673.6203422919	21 2  2014	 0 11 21.00     	
6150221_00	28.4876993763	-16.3567567554	673.6078584678	21 2  2014	 0 11 21.20     	
6150221_00	28.4877058115	-16.3567768384	673.5853712186	21 2  2014	 0 11 21.40     	
6150221_00	28.4877121853	-16.3567967628	673.5812096260	21 2  2014	 0 11 21.60     	
6150221_00	28.4877185046	-16.3568166465	673.5773072876	21 2  2014	 0 11 21.80     	
6150221_00	28.4877247675	-16.3568362399	673.5533127636	21 2  2014	 0 11 22.00     	
6150221_00	28.4877310121	-16.3568555810	673.5247612325	21 2  2014	 0 11 22.20     	
6150221_00	28.4877372091	-16.3568746054	673.5090946788	21 2  2014	 0 11 22.40     	
6150221_00	28.4877434337	-16.3568933970	673.5023135049	21 2  2014	 0 11 22.60     	
6150221_00	28.4877496146	-16.3569119411	673.4721200783	21 2  2014	 0 11 22.80     	
6150221_00	28.4877557892	-16.3569301802	673.4593315925	21 2  2014	 0 11 23.00     	
6150221_00	28.4877619365	-16.3569482664	673.4471931979	21 2  2014	 0 11 23.20     	
6150221_00	28.4877680501	-16.3569659819	673.4312913790	21 2  2014	 0 11 23.40     	
6150221_00	28.4877741847	-16.3569834271	673.4151711864	21 2  2014	 0 11 23.60     	
6150221_00	28.4877802163	-16.3570005656	673.4004477970	21 2  2014	 0 11 23.80     	
6150221_00	28.4877863110	-16.3570173760	673.3802033179	21 2  2014	 0 11 24.00     	
6150221_00	28.4877925257	-16.3570337639	673.3735664356	21 2  2014	 0 11 24.20     	
6150221_00	28.4877988960	-16.3570497703	673.3516283603	21 2  2014	 0 11 24.40     	
6150221_00	28.4878053393	-16.3570653741	673.3380364534	21 2  2014	 0 11 24.60     	
6150221_00	28.4878119430	-16.3570806313	673.3228479894	21 2  2014	 0 11 24.80     	
6150221_00	28.4878187590	-16.3570955404	673.3077147212	21 2  2014	 0 11 25.00     	
6150221_00	28.4878258155	-16.3571100809	673.2900890773	21 2  2014	 0 11 25.20     	
6150221_00	28.4878330534	-16.3571242657	673.2789741987	21 2  2014	 0 11 25.40     	
6150221_00	28.4878405116	-16.3571380464	673.2611205662	21 2  2014	 0 11 25.60     	
6150221_00	28.4878481457	-16.3571514892	673.2513288874	21 2  2014	 0 11 25.80     	
6150221_00	28.4878561104	-16.3571644876	673.2398257833	21 2  2014	 0 11 26.00     	
6150221_00	28.4878643820	-16.3571770175	673.2198434891	21 2  2014	 0 11 26.20     	
6150221_00	28.4878730141	-16.3571891067	673.1990461089	21 2  2014	 0 11 26.40     	
6150221_00	28.4878818898	-16.3572007142	673.1788390921	21 2  2014	 0 11 26.60     	
6150221_00	28.4878911730	-16.3572117734	673.1604398396	21 2  2014	 0 11 26.80     	
6150221_00	28.4879008879	-16.3572221984	673.1481038136	21 2  2014	 0 11 27.00     	
6150221_00	28.4879110800	-16.3572320033	673.1185812205	21 2  2014	 0 11 27.20     	
6150221_00	28.4879217346	-16.3572409615	673.1015396146	21 2  2014	 0 11 27.40     	
6150221_00	28.4879328388	-16.3572491822	673.0783472825	21 2  2014	 0 11 27.60     	
6150221_00	28.4879442897	-16.3572566322	673.0509186434	21 2  2014	 0 11 27.80     	
6150221_00	28.4879561251	-16.3572633346	673.0246766657	21 2  2014	 0 11 28.00     	
6150221_00	28.4879683697	-16.3572691703	673.0025488492	21 2  2014	 0 11 28.20     	
6150221_00	28.4879810168	-16.3572740907	672.9703933457	21 2  2014	 0 11 28.40     	
6150221_00	28.4879940978	-16.3572782222	672.9429580141	21 2  2014	 0 11 28.60     	
6150221_00	28.4880075613	-16.3572814950	672.9201095784	21 2  2014	 0 11 28.80     	
6150221_00	28.4880212751	-16.3572840212	672.8813238479	21 2  2014	 0 11 29.00     	
6150221_00	28.4880352517	-16.3572860105	672.8400010122	21 2  2014	 0 11 29.20     	
6150221_00	28.4880496130	-16.3572874218	672.8201215910	21 2  2014	 0 11 29.40     	
6150221_00	28.4880641584	-16.3572883143	672.7899498688	21 2  2014	 0 11 29.60     	
6150221_00	28.4880789481	-16.3572888108	672.7460258715	21 2  2014	 0 11 29.80     	
6150221_00	28.4880939166	-16.3572890710	672.7182761952	21 2  2014	 0 11 30.00     	
6150221_00	28.4881087690	-16.3572890182	672.6676740563	21 2  2014	 0 11 30.20     	
6150221_00	28.4881240946	-16.3572887573	672.6605369449	21 2  2014	 0 11 30.40     	
6150221_00	28.4881394738	-16.3572881249	672.6469810763	21 2  2014	 0 11 30.60     	
6150221_00	28.4881548240	-16.3572871628	672.6236051023	21 2  2014	 0 11 30.80     	
6150221_00	28.4881700509	-16.3572859360	672.6104977941	21 2  2014	 0 11 31.00     	
6150221_00	28.4881851050	-16.3572843077	672.5776851960	21 2  2014	 0 11 31.20     	
6150221_00	28.4882001673	-16.3572823138	672.5458174832	21 2  2014	 0 11 31.40     	
6150221_00	28.4882150123	-16.3572799198	672.5051293466	21 2  2014	 0 11 31.60     	
6150221_00	28.4882294594	-16.3572770564	672.4877153467	21 2  2014	 0 11 31.80     	
6150221_00	28.4882436470	-16.3572737781	672.4641338130	21 2  2014	 0 11 32.00     	
6150221_00	28.4882575933	-16.3572700427	672.4497571066	21 2  2014	 0 11 32.20     	
6150221_00	28.4882711380	-16.3572658970	672.4286598582	21 2  2014	 0 11 32.40     	
6150221_00	28.4882841916	-16.3572612537	672.4030484827	21 2  2014	 0 11 32.60     	
6150221_00	28.4882969409	-16.3572560894	672.3807171490	21 2  2014	 0 11 32.80     	
6150221_00	28.4883091183	-16.3572503432	672.3408708796	21 2  2014	 0 11 33.00     	
6150221_00	28.4883207108	-16.3572439302	672.3208265202	21 2  2014	 0 11 33.20     	
6150221_00	28.4883316634	-16.3572368187	672.3050841708	21 2  2014	 0 11 33.40     	
6150221_00	28.4883421566	-16.3572289306	672.2817950025	21 2  2014	 0 11 33.60     	
6150221_00	28.4883520785	-16.3572202503	672.2761514094	21 2  2014	 0 11 33.80     	
6150221_00	28.4883612270	-16.3572109769	672.2574008005	21 2  2014	 0 11 34.00     	
6150221_00	28.4883697681	-16.3572009831	672.2391473856	21 2  2014	 0 11 34.20     	
6150221_00	28.4883776946	-16.3571900444	672.2202588115	21 2  2014	 0 11 34.40     	
6150221_00	28.4883849561	-16.3571784191	672.2127324324	21 2  2014	 0 11 34.60     	
6150221_00	28.4883914065	-16.3571660338	672.1789363949	21 2  2014	 0 11 34.80     	
6150221_00	28.4883972498	-16.3571530412	672.1641399320	21 2  2014	 0 11 35.00     	
6150221_00	28.4884024339	-16.3571393291	672.1535119247	21 2  2014	 0 11 35.20     	
6150221_00	28.4884070216	-16.3571250467	672.1534786429	21 2  2014	 0 11 35.40     	
6150221_00	28.4884110538	-16.3571102333	672.1517892042	21 2  2014	 0 11 35.60     	
6150221_00	28.4884146347	-16.3570950289	672.1569149131	21 2  2014	 0 11 35.80     	
6150221_00	28.4884177887	-16.3570793994	672.1475296253	21 2  2014	 0 11 36.00     	
6150221_00	28.4884207616	-16.3570634061	672.1613121917	21 2  2014	 0 11 36.20     	
6150221_00	28.4884237198	-16.3570473334	672.1620699707	21 2  2014	 0 11 36.40     	
6150221_00	28.4884264199	-16.3570313374	672.1584581239	21 2  2014	 0 11 36.60     	
6150221_00	28.4884289701	-16.3570153485	672.1521241227	21 2  2014	 0 11 36.80     	
6150221_00	28.4884314611	-16.3569991917	672.1477420898	21 2  2014	 0 11 37.00     	
6150221_00	28.4884339336	-16.3569827372	672.1522129448	21 2  2014	 0 11 37.20     	
6150221_00	28.4884364238	-16.3569659915	672.1542107053	21 2  2014	 0 11 37.40     	
6150221_00	28.4884388855	-16.3569488458	672.1483367383	21 2  2014	 0 11 37.60     	
6150221_00	28.4884414405	-16.3569313072	672.1478447877	21 2  2014	 0 11 37.80     	
6150221_00	28.4884440951	-16.3569133626	672.1598107694	21 2  2014	 0 11 38.00     	
6150221_00	28.4884468370	-16.3568950729	672.1502676858	21 2  2014	 0 11 38.20     	
6150221_00	28.4884495669	-16.3568763230	672.1499654651	21 2  2014	 0 11 38.40     	
6150221_00	28.4884523259	-16.3568571579	672.1525764698	21 2  2014	 0 11 38.60     	
6150221_00	28.4884551598	-16.3568376218	672.1569928387	21 2  2014	 0 11 38.80     	
6150221_00	28.4884580164	-16.3568177222	672.1491637966	21 2  2014	 0 11 39.00     	
6150221_00	28.4884609303	-16.3567974758	672.1437563160	21 2  2014	 0 11 39.20     	
6150221_00	28.4884638493	-16.3567769748	672.1355796000	21 2  2014	 0 11 39.40     	
6150221_00	28.4884667852	-16.3567561861	672.1294556214	21 2  2014	 0 11 39.60     	
6150221_00	28.4884697505	-16.3567351641	672.1313479207	21 2  2014	 0 11 39.80     	
6150221_00	28.4884727601	-16.3567139246	672.1340334732	21 2  2014	 0 11 40.00     	
6150221_00	28.4884758674	-16.3566925269	672.1323319925	21 2  2014	 0 11 40.20     	
6150221_00	28.4884790786	-16.3566709594	672.1366955135	21 2  2014	 0 11 40.40     	
6150221_00	28.4884822797	-16.3566493033	672.1267313892	21 2  2014	 0 11 40.60     	
6150221_00	28.4884853817	-16.3566275740	672.1215854231	21 2  2014	 0 11 40.80     	
6150221_00	28.4884885202	-16.3566057455	672.1181082409	21 2  2014	 0 11 41.00     	
6150221_00	28.4884917046	-16.3565838306	672.1287762281	21 2  2014	 0 11 41.20     	
6150221_00	28.4884949612	-16.3565618210	672.1346731335	21 2  2014	 0 11 41.40     	
6150221_00	28.4884982510	-16.3565398272	672.1358521497	21 2  2014	 0 11 41.60     	
6150221_00	28.4885015611	-16.3565176846	672.1375850644	21 2  2014	 0 11 41.80     	
6150221_00	28.4885049080	-16.3564955024	672.1235801606	21 2  2014	 0 11 42.00     	
6150221_00	28.4885082789	-16.3564732214	672.1163701015	21 2  2014	 0 11 42.20     	
6150221_00	28.4885115193	-16.3564508323	672.1203658944	21 2  2014	 0 11 42.40     	
6150221_00	28.4885148393	-16.3564284357	672.1091410294	21 2  2014	 0 11 42.60     	
6150221_00	28.4885181921	-16.3564059294	672.1031614738	21 2  2014	 0 11 42.80     	
6150221_00	28.4885215603	-16.3563833989	672.0986226248	21 2  2014	 0 11 43.00     	
6150221_00	28.4885249883	-16.3563608497	672.1137897698	21 2  2014	 0 11 43.20     	
6150221_00	28.4885284866	-16.3563383405	672.1119559715	21 2  2014	 0 11 43.40     	
6150221_00	28.4885319858	-16.3563158901	672.1056859950	21 2  2014	 0 11 43.60     	
6150221_00	28.4885354113	-16.3562936850	672.1010078192	21 2  2014	 0 11 43.80     	
6150221_00	28.4885387751	-16.3562716477	672.1114981379	21 2  2014	 0 11 44.00     	
6150221_00	28.4885422428	-16.3562496861	672.1212683879	21 2  2014	 0 11 44.20     	
6150221_00	28.4885457802	-16.3562279532	672.1209238935	21 2  2014	 0 11 44.40     	
6150221_00	28.4885493267	-16.3562064481	672.1212465316	21 2  2014	 0 11 44.60     	
6150221_00	28.4885528769	-16.3561852658	672.1089000665	21 2  2014	 0 11 44.80     	
6150221_00	28.4885563316	-16.3561644312	672.0969929947	21 2  2014	 0 11 45.00     	
6150221_00	28.4885597831	-16.3561438967	672.0834637992	21 2  2014	 0 11 45.20     	
6150221_00	28.4885629943	-16.3561236525	672.0701973252	21 2  2014	 0 11 45.40     	
6150221_00	28.4885660453	-16.3561036769	672.0603832062	21 2  2014	 0 11 45.60     	
6150221_00	28.4885688584	-16.3560838149	672.0521012079	21 2  2014	 0 11 45.80     	
6150221_00	28.4885713297	-16.3560640437	672.0561551973	21 2  2014	 0 11 46.00     	
6150221_00	28.4885732815	-16.3560444307	672.0460191658	21 2  2014	 0 11 46.20     	
6150221_00	28.4885746555	-16.3560247454	672.0453202715	21 2  2014	 0 11 46.40     	
6150221_00	28.4885754037	-16.3560049816	672.0412206510	21 2  2014	 0 11 46.60     	
6150221_00	28.4885754551	-16.3559850592	672.0482170517	21 2  2014	 0 11 46.80     	
6150221_00	28.4885748356	-16.3559649038	672.0437496193	21 2  2014	 0 11 47.00     	
6150221_00	28.4885735964	-16.3559445024	672.0462304819	21 2  2014	 0 11 47.20     	
6150221_00	28.4885717467	-16.3559238893	672.0544201601	21 2  2014	 0 11 47.40     	
6150221_00	28.4885691791	-16.3559030814	672.0581586780	21 2  2014	 0 11 47.60     	
6150221_00	28.4885659032	-16.3558821322	672.0686778966	21 2  2014	 0 11 47.80     	
6150221_00	28.4885618884	-16.3558610465	672.0742626656	21 2  2014	 0 11 48.00     	
6150221_00	28.4885573266	-16.3558398092	672.0851503853	21 2  2014	 0 11 48.20     	
6150221_00	28.4885523394	-16.3558183637	672.0860016663	21 2  2014	 0 11 48.40     	
6150221_00	28.4885469825	-16.3557967253	672.1048491001	21 2  2014	 0 11 48.60     	
6150221_00	28.4885411809	-16.3557748894	672.1176542724	21 2  2014	 0 11 48.80     	
6150221_00	28.4885349169	-16.3557529043	672.1325498391	21 2  2014	 0 11 49.00     	
6150221_00	28.4885282047	-16.3557308321	672.1470793551	21 2  2014	 0 11 49.20     	
6150221_00	28.4885210603	-16.3557085486	672.1752313636	21 2  2014	 0 11 49.40     	
6150221_00	28.4885135329	-16.3556860894	672.1896257531	21 2  2014	 0 11 49.60     	
6150221_00	28.4885057240	-16.3556634927	672.2119858637	21 2  2014	 0 11 49.80     	
6150221_00	28.4884977550	-16.3556406208	672.2297388464	21 2  2014	 0 11 50.00     	
6150221_00	28.4884896131	-16.3556174998	672.2447920982	21 2  2014	 0 11 50.20     	
6150221_00	28.4884813962	-16.3555943402	672.2686497299	21 2  2014	 0 11 50.40     	
6150221_00	28.4884730828	-16.3555706170	672.3239303641	21 2  2014	 0 11 50.60     	
6150221_00	28.4884647171	-16.3555468394	672.3583759712	21 2  2014	 0 11 50.80     	
6150221_00	28.4884562082	-16.3555227231	672.4086315073	21 2  2014	 0 11 51.00     	
6150221_00	28.4884476880	-16.3554982636	672.4476141240	21 2  2014	 0 11 51.20     	
6150221_00	28.4884391972	-16.3554737447	672.4539097417	21 2  2014	 0 11 51.40     	
6150221_00	28.4884307382	-16.3554489565	672.4715468204	21 2  2014	 0 11 51.60     	
6150221_00	28.4884222013	-16.3554240026	672.4903442189	21 2  2014	 0 11 51.80     	
6150221_00	28.4884136693	-16.3553989282	672.4945084779	21 2  2014	 0 11 52.00     	
6150221_00	28.4884051646	-16.3553737180	672.5039304579	21 2  2014	 0 11 52.20     	
6150221_00	28.4883965796	-16.3553484554	672.5227584727	21 2  2014	 0 11 52.40     	
6150221_00	28.4883879335	-16.3553231727	672.5324456478	21 2  2014	 0 11 52.60     	
6150221_00	28.4883793605	-16.3552979472	672.5492619388	21 2  2014	 0 11 52.80     	
6150221_00	28.4883708006	-16.3552728379	672.5606801286	21 2  2014	 0 11 53.00     	
6150221_00	28.4883622975	-16.3552476367	672.5851548482	21 2  2014	 0 11 53.20     	
6150221_00	28.4883538546	-16.3552225418	672.6044434840	21 2  2014	 0 11 53.40     	
6150221_00	28.4883454339	-16.3551974904	672.6251260871	21 2  2014	 0 11 53.60     	
6150221_00	28.4883370659	-16.3551724496	672.6531786621	21 2  2014	 0 11 53.80     	
6150221_00	28.4883287032	-16.3551474972	672.6727684205	21 2  2014	 0 11 54.00     	
6150221_00	28.4883204009	-16.3551225654	672.6920042448	21 2  2014	 0 11 54.20     	
6150221_00	28.4883120868	-16.3550976733	672.7265472049	21 2  2014	 0 11 54.40     	
6150221_00	28.4883038040	-16.3550727335	672.7389466455	21 2  2014	 0 11 54.60     	
6150221_00	28.4882955467	-16.3550479146	672.7581724459	21 2  2014	 0 11 54.80     	
6150221_00	28.4882873326	-16.3550230777	672.7715332387	21 2  2014	 0 11 55.00     	
6150221_00	28.4882791103	-16.3549981730	672.7967886422	21 2  2014	 0 11 55.20     	
6150221_00	28.4882709108	-16.3549733760	672.8173571881	21 2  2014	 0 11 55.40     	
6150221_00	28.4882626966	-16.3549485040	672.8435335411	21 2  2014	 0 11 55.60     	
6150221_00	28.4882544858	-16.3549236274	672.8633055538	21 2  2014	 0 11 55.80     	
6150221_00	28.4882462720	-16.3548987256	672.8769995356	21 2  2014	 0 11 56.00     	
6150221_00	28.4882381006	-16.3548737804	672.8994465005	21 2  2014	 0 11 56.20     	
6150221_00	28.4882299082	-16.3548488483	672.9187911954	21 2  2014	 0 11 56.40     	
6150221_00	28.4882217077	-16.3548238534	672.9493656950	21 2  2014	 0 11 56.60     	
6150221_00	28.4882134731	-16.3547987903	672.9660560088	21 2  2014	 0 11 56.80     	
6150221_00	28.4882051772	-16.3547736271	672.9852811359	21 2  2014	 0 11 57.00     	
6150221_00	28.4881968102	-16.3547482703	673.0040218858	21 2  2014	 0 11 57.20     	
6150221_00	28.4881884238	-16.3547228255	673.0264797965	21 2  2014	 0 11 57.40     	
6150221_00	28.4881799904	-16.3546972303	673.0359200705	21 2  2014	 0 11 57.60     	
6150221_00	28.4881715090	-16.3546715881	673.0686686598	21 2  2014	 0 11 57.80     	
6150221_00	28.4881629553	-16.3546458192	673.1092548417	21 2  2014	 0 11 58.00     	
6150221_00	28.4881542745	-16.3546197841	673.1441927338	21 2  2014	 0 11 58.20     	
6150221_00	28.4881455605	-16.3545937843	673.1491322741	21 2  2014	 0 11 58.40     	
6150221_00	28.4881368149	-16.3545677007	673.1611970691	21 2  2014	 0 11 58.60     	
6150221_00	28.4881280272	-16.3545414121	673.1877358202	21 2  2014	 0 11 58.80     	
6150221_00	28.4881191618	-16.3545150645	673.2037199354	21 2  2014	 0 11 59.00     	
6150221_00	28.4881102305	-16.3544886196	673.2274590069	21 2  2014	 0 11 59.20     	
6150221_00	28.4881012756	-16.3544620287	673.2573261196	21 2  2014	 0 11 59.40     	
6150221_00	28.4880923124	-16.3544353117	673.2793343086	21 2  2014	 0 11 59.60     	
6150221_00	28.4880833274	-16.3544085920	673.2948416723	21 2  2014	 0 11 59.80     	
6150221_00	28.4880743604	-16.3543816270	673.3320867978	21 2  2014	 0 12 0.00      	
6150221_00	28.4880653229	-16.3543545593	673.3458161307	21 2  2014	 0 12 0.20      	
6150221_00	28.4880562495	-16.3543274718	673.3685410367	21 2  2014	 0 12 0.40      	
6150221_00	28.4880471576	-16.3543002403	673.3813364245	21 2  2014	 0 12 0.60      	
6150221_00	28.4880380245	-16.3542729348	673.3947852561	21 2  2014	 0 12 0.80      	
6150221_00	28.4880288525	-16.3542454604	673.4316800330	21 2  2014	 0 12 1.00      	
6150221_00	28.4880196632	-16.3542179029	673.4468508400	21 2  2014	 0 12 1.20      	
6150221_00	28.4880104280	-16.3541902027	673.4712601695	21 2  2014	 0 12 1.40      	
6150221_00	28.4880011619	-16.3541624133	673.4874319406	21 2  2014	 0 12 1.60      	
6150221_00	28.4879918624	-16.3541344988	673.5125915939	21 2  2014	 0 12 1.80      	
6150221_00	28.4879825646	-16.3541064686	673.5369453272	21 2  2014	 0 12 2.00      	
6150221_00	28.4879732313	-16.3540783580	673.5706538409	21 2  2014	 0 12 2.20      	
6150221_00	28.4879638642	-16.3540501055	673.6047271378	21 2  2014	 0 12 2.40      	
6150221_00	28.4879544468	-16.3540218210	673.6297394605	21 2  2014	 0 12 2.60      	
6150221_00	28.4879450093	-16.3539935006	673.6539219394	21 2  2014	 0 12 2.80      	
6150221_00	28.4879355980	-16.3539651163	673.6783279311	21 2  2014	 0 12 3.00      	
