6150221_00	28.4840433652	-16.3423645797	667.0590733206	21 2  2014	 0 31 37.80     	
6150221_00	28.4840551298	-16.3423667066	667.0442121215	21 2  2014	 0 31 38.00     	
6150221_00	28.4840667953	-16.3423679906	667.0435410589	21 2  2014	 0 31 38.20     	
6150221_00	28.4840784181	-16.3423684646	667.0303419176	21 2  2014	 0 31 38.40     	
6150221_00	28.4840898442	-16.3423681931	667.0259973696	21 2  2014	 0 31 38.60     	
6150221_00	28.4841009985	-16.3423672016	667.0075341472	21 2  2014	 0 31 38.80     	
6150221_00	28.4841118963	-16.3423654930	666.9942536522	21 2  2014	 0 31 39.00     	
6150221_00	28.4841225731	-16.3423631273	666.9730127864	21 2  2014	 0 31 39.20     	
6150221_00	28.4841329598	-16.3423600938	666.9582552668	21 2  2014	 0 31 39.40     	
6150221_00	28.4841430585	-16.3423563265	666.9440023629	21 2  2014	 0 31 39.60     	
6150221_00	28.4841528552	-16.3423519806	666.9169717254	21 2  2014	 0 31 39.80     	
6150221_00	28.4841622382	-16.3423470842	666.8850651858	21 2  2014	 0 31 40.00     	
6150221_00	28.4841712978	-16.3423416918	666.8518355116	21 2  2014	 0 31 40.20     	
6150221_00	28.4841798465	-16.3423357093	666.8264988232	21 2  2014	 0 31 40.40     	
6150221_00	28.4841878682	-16.3423294306	666.8012931552	21 2  2014	 0 31 40.60     	
6150221_00	28.4841955607	-16.3423226901	666.7787741655	21 2  2014	 0 31 40.80     	
6150221_00	28.4842027852	-16.3423154456	666.7693467615	21 2  2014	 0 31 41.00     	
6150221_00	28.4842096911	-16.3423079389	666.7770927269	21 2  2014	 0 31 41.20     	
6150221_00	28.4842160200	-16.3423002165	666.7769446895	21 2  2014	 0 31 41.40     	
6150221_00	28.4842219652	-16.3422921560	666.7575850347	21 2  2014	 0 31 41.60     	
6150221_00	28.4842275150	-16.3422837872	666.7504364504	21 2  2014	 0 31 41.80     	
6150221_00	28.4842326500	-16.3422750786	666.7479305491	21 2  2014	 0 31 42.00     	
6150221_00	28.4842373770	-16.3422661692	666.7500354201	21 2  2014	 0 31 42.20     	
6150221_00	28.4842416724	-16.3422571285	666.7382860845	21 2  2014	 0 31 42.40     	
6150221_00	28.4842454948	-16.3422478235	666.7331669405	21 2  2014	 0 31 42.60     	
6150221_00	28.4842489780	-16.3422382960	666.7221934116	21 2  2014	 0 31 42.80     	
6150221_00	28.4842521022	-16.3422286403	666.7176113864	21 2  2014	 0 31 43.00     	
6150221_00	28.4842549753	-16.3422188098	666.7061018208	21 2  2014	 0 31 43.20     	
6150221_00	28.4842575214	-16.3422087261	666.6920746723	21 2  2014	 0 31 43.40     	
6150221_00	28.4842597289	-16.3421983277	666.6789003070	21 2  2014	 0 31 43.60     	
6150221_00	28.4842616391	-16.3421876231	666.6639442099	21 2  2014	 0 31 43.80     	
6150221_00	28.4842631794	-16.3421766541	666.6555015193	21 2  2014	 0 31 44.00     	
6150221_00	28.4842642982	-16.3421655565	666.6494111875	21 2  2014	 0 31 44.20     	
6150221_00	28.4842651152	-16.3421544317	666.6318004001	21 2  2014	 0 31 44.40     	
6150221_00	28.4842655702	-16.3421433510	666.6197714815	21 2  2014	 0 31 44.60     	
6150221_00	28.4842657238	-16.3421323272	666.6158792013	21 2  2014	 0 31 44.80     	
6150221_00	28.4842657870	-16.3421214239	666.6056702975	21 2  2014	 0 31 45.00     	
6150221_00	28.4842657347	-16.3421106087	666.5949484576	21 2  2014	 0 31 45.20     	
6150221_00	28.4842655912	-16.3420998958	666.5825884268	21 2  2014	 0 31 45.40     	
6150221_00	28.4842654257	-16.3420893886	666.5767448917	21 2  2014	 0 31 45.60     	
6150221_00	28.4842653657	-16.3420790594	666.5696104774	21 2  2014	 0 31 45.80     	
6150221_00	28.4842654116	-16.3420689525	666.5570545010	21 2  2014	 0 31 46.00     	
6150221_00	28.4842655501	-16.3420590301	666.5507906275	21 2  2014	 0 31 46.20     	
6150221_00	28.4842659758	-16.3420492497	666.5419795318	21 2  2014	 0 31 46.40     	
6150221_00	28.4842666449	-16.3420396269	666.5423198640	21 2  2014	 0 31 46.60     	
6150221_00	28.4842674976	-16.3420301600	666.5366314296	21 2  2014	 0 31 46.80     	
6150221_00	28.4842686145	-16.3420208502	666.5250120703	21 2  2014	 0 31 47.00     	
6150221_00	28.4842699398	-16.3420117059	666.5213026088	21 2  2014	 0 31 47.20     	
6150221_00	28.4842714976	-16.3420027283	666.5201560361	21 2  2014	 0 31 47.40     	
6150221_00	28.4842733087	-16.3419938345	666.5142186778	21 2  2014	 0 31 47.60     	
6150221_00	28.4842753478	-16.3419851900	666.5055267569	21 2  2014	 0 31 47.80     	
6150221_00	28.4842775649	-16.3419766627	666.5007031504	21 2  2014	 0 31 48.00     	
6150221_00	28.4842799726	-16.3419683287	666.4985392261	21 2  2014	 0 31 48.20     	
6150221_00	28.4842826517	-16.3419602366	666.4973070426	21 2  2014	 0 31 48.40     	
6150221_00	28.4842855568	-16.3419523887	666.4945086911	21 2  2014	 0 31 48.60     	
6150221_00	28.4842886892	-16.3419447077	666.4808162423	21 2  2014	 0 31 48.80     	
6150221_00	28.4842921230	-16.3419372521	666.4763406105	21 2  2014	 0 31 49.00     	
6150221_00	28.4842958793	-16.3419300052	666.4784032442	21 2  2014	 0 31 49.20     	
6150221_00	28.4842998746	-16.3419227843	666.4735702360	21 2  2014	 0 31 49.40     	
6150221_00	28.4843041441	-16.3419156941	666.4731291803	21 2  2014	 0 31 49.60     	
6150221_00	28.4843087825	-16.3419087539	666.4734335383	21 2  2014	 0 31 49.80     	
6150221_00	28.4843137633	-16.3419018458	666.4724812498	21 2  2014	 0 31 50.00     	
6150221_00	28.4843188942	-16.3418949797	666.4725912623	21 2  2014	 0 31 50.20     	
6150221_00	28.4843241871	-16.3418883707	666.4779640716	21 2  2014	 0 31 50.40     	
6150221_00	28.4843295168	-16.3418819136	666.4794816868	21 2  2014	 0 31 50.60     	
6150221_00	28.4843349615	-16.3418756893	666.4746269695	21 2  2014	 0 31 50.80     	
6150221_00	28.4843405116	-16.3418695585	666.4670574535	21 2  2014	 0 31 51.00     	
6150221_00	28.4843461370	-16.3418636063	666.4755464718	21 2  2014	 0 31 51.20     	
6150221_00	28.4843518187	-16.3418578531	666.4748477368	21 2  2014	 0 31 51.40     	
6150221_00	28.4843575516	-16.3418522930	666.4697719142	21 2  2014	 0 31 51.60     	
6150221_00	28.4843633270	-16.3418469214	666.4634411959	21 2  2014	 0 31 51.80     	
6150221_00	28.4843692110	-16.3418416108	666.4589240802	21 2  2014	 0 31 52.00     	
6150221_00	28.4843750011	-16.3418363957	666.4640642749	21 2  2014	 0 31 52.20     	
6150221_00	28.4843807310	-16.3418313165	666.4748216579	21 2  2014	 0 31 52.40     	
6150221_00	28.4843864143	-16.3418263655	666.4572406830	21 2  2014	 0 31 52.60     	
6150221_00	28.4843922065	-16.3418211632	666.4647375373	21 2  2014	 0 31 52.80     	
6150221_00	28.4843980056	-16.3418158458	666.4709299384	21 2  2014	 0 31 53.00     	
6150221_00	28.4844035150	-16.3418103007	666.4727209993	21 2  2014	 0 31 53.20     	
6150221_00	28.4844087998	-16.3418044918	666.4710596316	21 2  2014	 0 31 53.40     	
6150221_00	28.4844139312	-16.3417986352	666.4629693367	21 2  2014	 0 31 53.60     	
6150221_00	28.4844187518	-16.3417924894	666.4495087825	21 2  2014	 0 31 53.80     	
6150221_00	28.4844232629	-16.3417861082	666.4451910648	21 2  2014	 0 31 54.00     	
6150221_00	28.4844275207	-16.3417795670	666.4328898247	21 2  2014	 0 31 54.20     	
6150221_00	28.4844314456	-16.3417728018	666.4296723399	21 2  2014	 0 31 54.40     	
6150221_00	28.4844350423	-16.3417658020	666.4245558968	21 2  2014	 0 31 54.60     	
6150221_00	28.4844382676	-16.3417586721	666.4292647447	21 2  2014	 0 31 54.80     	
6150221_00	28.4844413157	-16.3417513367	666.4207096230	21 2  2014	 0 31 55.00     	
6150221_00	28.4844439778	-16.3417437611	666.4141761037	21 2  2014	 0 31 55.20     	
6150221_00	28.4844463609	-16.3417359343	666.4109774837	21 2  2014	 0 31 55.40     	
6150221_00	28.4844485233	-16.3417278274	666.4006237332	21 2  2014	 0 31 55.60     	
6150221_00	28.4844503975	-16.3417193587	666.3902463755	21 2  2014	 0 31 55.80     	
6150221_00	28.4844519083	-16.3417105633	666.3812759202	21 2  2014	 0 31 56.00     	
6150221_00	28.4844530104	-16.3417014503	666.3734893389	21 2  2014	 0 31 56.20     	
6150221_00	28.4844537715	-16.3416921125	666.3685295619	21 2  2014	 0 31 56.40     	
6150221_00	28.4844540147	-16.3416828195	666.3614185648	21 2  2014	 0 31 56.60     	
6150221_00	28.4844538548	-16.3416734813	666.3515673690	21 2  2014	 0 31 56.80     	
6150221_00	28.4844532317	-16.3416641834	666.3455353687	21 2  2014	 0 31 57.00     	
6150221_00	28.4844521939	-16.3416549545	666.3299935376	21 2  2014	 0 31 57.20     	
6150221_00	28.4844507376	-16.3416457804	666.3252972411	21 2  2014	 0 31 57.40     	
6150221_00	28.4844488560	-16.3416367197	666.3164608935	21 2  2014	 0 31 57.60     	
6150221_00	28.4844466110	-16.3416276240	666.3024371872	21 2  2014	 0 31 57.80     	
6150221_00	28.4844441090	-16.3416185649	666.3011782672	21 2  2014	 0 31 58.00     	
6150221_00	28.4844412533	-16.3416096204	666.2798491390	21 2  2014	 0 31 58.20     	
6150221_00	28.4844381942	-16.3416007191	666.2563951891	21 2  2014	 0 31 58.40     	
6150221_00	28.4844349212	-16.3415918004	666.2345067253	21 2  2014	 0 31 58.60     	
6150221_00	28.4844314499	-16.3415829715	666.2087814715	21 2  2014	 0 31 58.80     	
6150221_00	28.4844277904	-16.3415741436	666.1923938710	21 2  2014	 0 31 59.00     	
6150221_00	28.4844239643	-16.3415653475	666.1781806881	21 2  2014	 0 31 59.20     	
6150221_00	28.4844200214	-16.3415566543	666.1715788795	21 2  2014	 0 31 59.40     	
6150221_00	28.4844160605	-16.3415480592	666.1530460110	21 2  2014	 0 31 59.60     	
6150221_00	28.4844120280	-16.3415394555	666.1419274108	21 2  2014	 0 31 59.80     	
6150221_00	28.4844080694	-16.3415309121	666.1275790995	21 2  2014	 0 32 0.00      	
6150221_00	28.4844041858	-16.3415225513	666.1028856253	21 2  2014	 0 32 0.20      	
6150221_00	28.4844003645	-16.3415141948	666.0830064099	21 2  2014	 0 32 0.40      	
6150221_00	28.4843966949	-16.3415058875	666.0560200186	21 2  2014	 0 32 0.60      	
6150221_00	28.4843931784	-16.3414976135	666.0386466431	21 2  2014	 0 32 0.80      	
6150221_00	28.4843899091	-16.3414893963	666.0269910926	21 2  2014	 0 32 1.00      	
6150221_00	28.4843868988	-16.3414812186	666.0082591092	21 2  2014	 0 32 1.20      	
6150221_00	28.4843842336	-16.3414731419	665.9988169149	21 2  2014	 0 32 1.40      	
6150221_00	28.4843819586	-16.3414651256	665.9867936410	21 2  2014	 0 32 1.60      	
6150221_00	28.4843801716	-16.3414571748	665.9619924566	21 2  2014	 0 32 1.80      	
6150221_00	28.4843789766	-16.3414493740	665.9460292226	21 2  2014	 0 32 2.00      	
6150221_00	28.4843783461	-16.3414417635	665.9321578862	21 2  2014	 0 32 2.20      	
6150221_00	28.4843782396	-16.3414343878	665.9264046261	21 2  2014	 0 32 2.40      	
6150221_00	28.4843786465	-16.3414271889	665.9168901071	21 2  2014	 0 32 2.60      	
6150221_00	28.4843796599	-16.3414201255	665.8974655233	21 2  2014	 0 32 2.80      	
6150221_00	28.4843812473	-16.3414132708	665.8821926070	21 2  2014	 0 32 3.00      	
6150221_00	28.4843834329	-16.3414067073	665.8699867837	21 2  2014	 0 32 3.20      	
6150221_00	28.4843862832	-16.3414005145	665.8474875903	21 2  2014	 0 32 3.40      	
6150221_00	28.4843897193	-16.3413949230	665.8358215159	21 2  2014	 0 32 3.60      	
6150221_00	28.4843937010	-16.3413899283	665.8369181268	21 2  2014	 0 32 3.80      	
6150221_00	28.4843982174	-16.3413856440	665.8301526001	21 2  2014	 0 32 4.00      	
6150221_00	28.4844030984	-16.3413821228	665.8142496115	21 2  2014	 0 32 4.20      	
6150221_00	28.4844082915	-16.3413793815	665.8144020885	21 2  2014	 0 32 4.40      	
6150221_00	28.4844136566	-16.3413774631	665.8131721290	21 2  2014	 0 32 4.60      	
6150221_00	28.4844191432	-16.3413763646	665.8122203564	21 2  2014	 0 32 4.80      	
6150221_00	28.4844247339	-16.3413760802	665.8112022476	21 2  2014	 0 32 5.00      	
6150221_00	28.4844302918	-16.3413765714	665.8101311121	21 2  2014	 0 32 5.20      	
6150221_00	28.4844358024	-16.3413779256	665.8125581099	21 2  2014	 0 32 5.40      	
6150221_00	28.4844411931	-16.3413801053	665.8169450322	21 2  2014	 0 32 5.60      	
6150221_00	28.4844464524	-16.3413830258	665.8336187480	21 2  2014	 0 32 5.80      	
6150221_00	28.4844515450	-16.3413869059	665.8297786610	21 2  2014	 0 32 6.00      	
6150221_00	28.4844563432	-16.3413916728	665.8437946551	21 2  2014	 0 32 6.20      	
6150221_00	28.4844608026	-16.3413972841	665.8591173124	21 2  2014	 0 32 6.40      	
6150221_00	28.4844648909	-16.3414038430	665.8656988135	21 2  2014	 0 32 6.60      	
6150221_00	28.4844686558	-16.3414112373	665.8783594416	21 2  2014	 0 32 6.80      	
6150221_00	28.4844721124	-16.3414193456	665.8970676912	21 2  2014	 0 32 7.00      	
6150221_00	28.4844753034	-16.3414281373	665.9155951068	21 2  2014	 0 32 7.20      	
6150221_00	28.4844784331	-16.3414375154	665.9303057576	21 2  2014	 0 32 7.40      	
6150221_00	28.4844816063	-16.3414473707	665.9515591115	21 2  2014	 0 32 7.60      	
6150221_00	28.4844847723	-16.3414576502	665.9732371708	21 2  2014	 0 32 7.80      	
6150221_00	28.4844879580	-16.3414684067	665.9892967781	21 2  2014	 0 32 8.00      	
6150221_00	28.4844911160	-16.3414796252	666.0159654487	21 2  2014	 0 32 8.20      	
6150221_00	28.4844943154	-16.3414912751	666.0404904019	21 2  2014	 0 32 8.40      	
6150221_00	28.4844975732	-16.3415033691	666.0631824899	21 2  2014	 0 32 8.60      	
6150221_00	28.4845008718	-16.3415159130	666.0940710260	21 2  2014	 0 32 8.80      	
6150221_00	28.4845042389	-16.3415289406	666.1183397751	21 2  2014	 0 32 9.00      	
6150221_00	28.4845077160	-16.3415424543	666.1573167555	21 2  2014	 0 32 9.20      	
6150221_00	28.4845113547	-16.3415564031	666.1868552370	21 2  2014	 0 32 9.40      	
6150221_00	28.4845151445	-16.3415708213	666.2216828587	21 2  2014	 0 32 9.60      	
6150221_00	28.4845191425	-16.3415858584	666.2561277049	21 2  2014	 0 32 9.80      	
6150221_00	28.4845232650	-16.3416013222	666.2811003868	21 2  2014	 0 32 10.00     	
6150221_00	28.4845274899	-16.3416171464	666.2759529036	21 2  2014	 0 32 10.20     	
6150221_00	28.4845318351	-16.3416334069	666.2982033798	21 2  2014	 0 32 10.40     	
6150221_00	28.4845363647	-16.3416501673	666.3182477150	21 2  2014	 0 32 10.60     	
6150221_00	28.4845411266	-16.3416674696	666.3442574795	21 2  2014	 0 32 10.80     	
6150221_00	28.4845461099	-16.3416850579	666.3639342701	21 2  2014	 0 32 11.00     	
6150221_00	28.4845513300	-16.3417031235	666.3966593929	21 2  2014	 0 32 11.20     	
6150221_00	28.4845569106	-16.3417216501	666.4364698771	21 2  2014	 0 32 11.40     	
6150221_00	28.4845626241	-16.3417403764	666.4411732033	21 2  2014	 0 32 11.60     	
6150221_00	28.4845687253	-16.3417598477	666.4704363532	21 2  2014	 0 32 11.80     	
6150221_00	28.4845750430	-16.3417795534	666.4775449950	21 2  2014	 0 32 12.00     	
6150221_00	28.4845816427	-16.3417998903	666.4963612501	21 2  2014	 0 32 12.20     	
6150221_00	28.4845883937	-16.3418207059	666.5251151528	21 2  2014	 0 32 12.40     	
6150221_00	28.4845953495	-16.3418419972	666.5451626079	21 2  2014	 0 32 12.60     	
6150221_00	28.4846024742	-16.3418637214	666.5692227986	21 2  2014	 0 32 12.80     	
6150221_00	28.4846098411	-16.3418860214	666.6099034566	21 2  2014	 0 32 13.00     	
6150221_00	28.4846174022	-16.3419088279	666.6333997529	21 2  2014	 0 32 13.20     	
6150221_00	28.4846251087	-16.3419319675	666.6431596074	21 2  2014	 0 32 13.40     	
6150221_00	28.4846330091	-16.3419556355	666.6726787146	21 2  2014	 0 32 13.60     	
6150221_00	28.4846411167	-16.3419798401	666.7027002685	21 2  2014	 0 32 13.80     	
6150221_00	28.4846493656	-16.3420042989	666.7230725531	21 2  2014	 0 32 14.00     	
6150221_00	28.4846575980	-16.3420286879	666.7599450806	21 2  2014	 0 32 14.20     	
6150221_00	28.4846657534	-16.3420529186	666.7889702506	21 2  2014	 0 32 14.40     	
6150221_00	28.4846738694	-16.3420769975	666.8159336634	21 2  2014	 0 32 14.60     	
6150221_00	28.4846819828	-16.3421010979	666.8393734358	21 2  2014	 0 32 14.80     	
6150221_00	28.4846900024	-16.3421250652	666.8604173455	21 2  2014	 0 32 15.00     	
6150221_00	28.4846980861	-16.3421492820	666.8855386646	21 2  2014	 0 32 15.20     	
6150221_00	28.4847062465	-16.3421736649	666.9046049993	21 2  2014	 0 32 15.40     	
6150221_00	28.4847144781	-16.3421982654	666.9274735022	21 2  2014	 0 32 15.60     	
6150221_00	28.4847227471	-16.3422231435	666.9552509487	21 2  2014	 0 32 15.80     	
6150221_00	28.4847311104	-16.3422481468	666.9869660558	21 2  2014	 0 32 16.00     	
6150221_00	28.4847395432	-16.3422734228	667.0120192152	21 2  2014	 0 32 16.20     	
6150221_00	28.4847480112	-16.3422989135	667.0372127108	21 2  2014	 0 32 16.40     	
6150221_00	28.4847565430	-16.3423245755	667.0608089482	21 2  2014	 0 32 16.60     	
6150221_00	28.4847651503	-16.3423504774	667.0874524191	21 2  2014	 0 32 16.80     	
6150221_00	28.4847738430	-16.3423766143	667.1202021521	21 2  2014	 0 32 17.00     	
6150221_00	28.4847826202	-16.3424029190	667.1398178963	21 2  2014	 0 32 17.20     	
6150221_00	28.4847914373	-16.3424294209	667.1610384695	21 2  2014	 0 32 17.40     	
6150221_00	28.4848002758	-16.3424562185	667.1953849401	21 2  2014	 0 32 17.60     	
6150221_00	28.4848092147	-16.3424831444	667.2097763894	21 2  2014	 0 32 17.80     	
6150221_00	28.4848182047	-16.3425102427	667.2288932009	21 2  2014	 0 32 18.00     	
6150221_00	28.4848272778	-16.3425375704	667.2600686336	21 2  2014	 0 32 18.20     	
6150221_00	28.4848364003	-16.3425650847	667.2764571644	21 2  2014	 0 32 18.40     	
6150221_00	28.4848455486	-16.3425928619	667.3221393572	21 2  2014	 0 32 18.60     	
6150221_00	28.4848547386	-16.3426207514	667.3430716898	21 2  2014	 0 32 18.80     	
6150221_00	28.4848640635	-16.3426488335	667.3726808047	21 2  2014	 0 32 19.00     	
6150221_00	28.4848733829	-16.3426770767	667.3970401827	21 2  2014	 0 32 19.20     	
6150221_00	28.4848827543	-16.3427054994	667.4219342610	21 2  2014	 0 32 19.40     	
6150221_00	28.4848922069	-16.3427341004	667.4491280736	21 2  2014	 0 32 19.60     	
6150221_00	28.4849016750	-16.3427627835	667.4788232334	21 2  2014	 0 32 19.80     	
6150221_00	28.4849111941	-16.3427916891	667.5088933846	21 2  2014	 0 32 20.00     	
6150221_00	28.4849207801	-16.3428207061	667.5390201705	21 2  2014	 0 32 20.20     	
6150221_00	28.4849304431	-16.3428498828	667.5710148113	21 2  2014	 0 32 20.40     	
6150221_00	28.4849400886	-16.3428791979	667.6025247229	21 2  2014	 0 32 20.60     	
6150221_00	28.4849497707	-16.3429084983	667.6313518351	21 2  2014	 0 32 20.80     	
6150221_00	28.4849594940	-16.3429380093	667.6625648988	21 2  2014	 0 32 21.00     	
6150221_00	28.4849692018	-16.3429674992	667.6924745347	21 2  2014	 0 32 21.20     	
6150221_00	28.4849789389	-16.3429970658	667.7164499573	21 2  2014	 0 32 21.40     	
6150221_00	28.4849887282	-16.3430267217	667.7565232227	21 2  2014	 0 32 21.60     	
6150221_00	28.4849985337	-16.3430564586	667.7835416943	21 2  2014	 0 32 21.80     	
6150221_00	28.4850083715	-16.3430862468	667.8111207206	21 2  2014	 0 32 22.00     	
6150221_00	28.4850182115	-16.3431161320	667.8365838053	21 2  2014	 0 32 22.20     	
6150221_00	28.4850280550	-16.3431460717	667.8669065079	21 2  2014	 0 32 22.40     	
6150221_00	28.4850379841	-16.3431760142	667.8997746548	21 2  2014	 0 32 22.60     	
6150221_00	28.4850479446	-16.3432061079	667.9267095104	21 2  2014	 0 32 22.80     	
6150221_00	28.4850578704	-16.3432362044	667.9585757758	21 2  2014	 0 32 23.00     	
6150221_00	28.4850678100	-16.3432663842	667.9892758187	21 2  2014	 0 32 23.20     	
6150221_00	28.4850777667	-16.3432966309	668.0378269982	21 2  2014	 0 32 23.40     	
6150221_00	28.4850878025	-16.3433269234	668.0649275091	21 2  2014	 0 32 23.60     	
6150221_00	28.4850978527	-16.3433572944	668.1061342070	21 2  2014	 0 32 23.80     	
6150221_00	28.4851078640	-16.3433876756	668.1343005057	21 2  2014	 0 32 24.00     	
6150221_00	28.4851178752	-16.3434180115	668.1746408846	21 2  2014	 0 32 24.20     	
6150221_00	28.4851279557	-16.3434485969	668.2422677521	21 2  2014	 0 32 24.40     	
6150221_00	28.4851379841	-16.3434787749	668.2723743441	21 2  2014	 0 32 24.60     	
6150221_00	28.4851481610	-16.3435091814	668.3404501164	21 2  2014	 0 32 24.80     	
6150221_00	28.4851582168	-16.3435394451	668.3839274850	21 2  2014	 0 32 25.00     	
6150221_00	28.4851682646	-16.3435696786	668.4250773080	21 2  2014	 0 32 25.20     	
6150221_00	28.4851783147	-16.3435998097	668.4834386688	21 2  2014	 0 32 25.40     	
6150221_00	28.4851884234	-16.3436301776	668.5215827404	21 2  2014	 0 32 25.60     	
6150221_00	28.4851983949	-16.3436599853	668.5414517149	21 2  2014	 0 32 25.80     	
6150221_00	28.4852085287	-16.3436900521	668.6064530229	21 2  2014	 0 32 26.00     	
6150221_00	28.4852186328	-16.3437199930	668.6572452262	21 2  2014	 0 32 26.20     	
6150221_00	28.4852287903	-16.3437499799	668.6899539316	21 2  2014	 0 32 26.40     	
6150221_00	28.4852388663	-16.3437799261	668.7376679704	21 2  2014	 0 32 26.60     	
6150221_00	28.4852489627	-16.3438098529	668.7797633782	21 2  2014	 0 32 26.80     	
6150221_00	28.4852591105	-16.3438397191	668.8168451963	21 2  2014	 0 32 27.00     	
6150221_00	28.4852692511	-16.3438696417	668.8732352117	21 2  2014	 0 32 27.20     	
6150221_00	28.4852793542	-16.3438994839	668.9021561462	21 2  2014	 0 32 27.40     	
6150221_00	28.4852894597	-16.3439293419	668.9469003445	21 2  2014	 0 32 27.60     	
6150221_00	28.4852995519	-16.3439591785	668.9940736061	21 2  2014	 0 32 27.80     	
6150221_00	28.4853096618	-16.3439889922	669.0439259931	21 2  2014	 0 32 28.00     	
6150221_00	28.4853197537	-16.3440188464	669.0882471334	21 2  2014	 0 32 28.20     	
6150221_00	28.4853298419	-16.3440486554	669.1297396077	21 2  2014	 0 32 28.40     	
6150221_00	28.4853398830	-16.3440784604	669.1734262928	21 2  2014	 0 32 28.60     	
6150221_00	28.4853499573	-16.3441082365	669.2179566622	21 2  2014	 0 32 28.80     	
6150221_00	28.4853599627	-16.3441380246	669.2592791030	21 2  2014	 0 32 29.00     	
6150221_00	28.4853699397	-16.3441678645	669.3144901730	21 2  2014	 0 32 29.20     	
6150221_00	28.4853799368	-16.3441976112	669.3613955351	21 2  2014	 0 32 29.40     	
6150221_00	28.4853899093	-16.3442274132	669.4053894961	21 2  2014	 0 32 29.60     	
6150221_00	28.4853997864	-16.3442572392	669.4589400413	21 2  2014	 0 32 29.80     	
6150221_00	28.4854096561	-16.3442870018	669.5086609609	21 2  2014	 0 32 30.00     	
6150221_00	28.4854195281	-16.3443167860	669.5634274222	21 2  2014	 0 32 30.20     	
6150221_00	28.4854293421	-16.3443465658	669.6230777446	21 2  2014	 0 32 30.40     	
6150221_00	28.4854391987	-16.3443763033	669.6649729591	21 2  2014	 0 32 30.60     	
6150221_00	28.4854490390	-16.3444060531	669.7279352937	21 2  2014	 0 32 30.80     	
6150221_00	28.4854588116	-16.3444357737	669.7819152977	21 2  2014	 0 32 31.00     	
6150221_00	28.4854685925	-16.3444655477	669.8345572194	21 2  2014	 0 32 31.20     	
6150221_00	28.4854784013	-16.3444952388	669.8849627078	21 2  2014	 0 32 31.40     	
6150221_00	28.4854882631	-16.3445248894	669.9391103471	21 2  2014	 0 32 31.60     	
6150221_00	28.4854980513	-16.3445545453	669.9957140051	21 2  2014	 0 32 31.80     	
6150221_00	28.4855077452	-16.3445842339	670.0476663653	21 2  2014	 0 32 32.00     	
6150221_00	28.4855175701	-16.3446138817	670.1003994420	21 2  2014	 0 32 32.20     	
6150221_00	28.4855273872	-16.3446434545	670.1479645083	21 2  2014	 0 32 32.40     	
6150221_00	28.4855371861	-16.3446729922	670.2073683515	21 2  2014	 0 32 32.60     	
6150221_00	28.4855469922	-16.3447026077	670.2662993679	21 2  2014	 0 32 32.80     	
6150221_00	28.4855567773	-16.3447321337	670.3054496953	21 2  2014	 0 32 33.00     	
6150221_00	28.4855665904	-16.3447616387	670.3692450169	21 2  2014	 0 32 33.20     	
6150221_00	28.4855764020	-16.3447910964	670.4244766440	21 2  2014	 0 32 33.40     	
6150221_00	28.4855861094	-16.3448204805	670.4681812562	21 2  2014	 0 32 33.60     	
6150221_00	28.4855958818	-16.3448498230	670.5231572669	21 2  2014	 0 32 33.80     	
6150221_00	28.4856056115	-16.3448790609	670.5670691682	21 2  2014	 0 32 34.00     	
6150221_00	28.4856152304	-16.3449082357	670.6129233260	21 2  2014	 0 32 34.20     	
6150221_00	28.4856248733	-16.3449373325	670.6524523469	21 2  2014	 0 32 34.40     	
6150221_00	28.4856344943	-16.3449663333	670.7053119903	21 2  2014	 0 32 34.60     	
6150221_00	28.4856441388	-16.3449952724	670.7566409642	21 2  2014	 0 32 34.80     	
6150221_00	28.4856537133	-16.3450241665	670.8022290189	21 2  2014	 0 32 35.00     	
6150221_00	28.4856632848	-16.3450529097	670.8626585314	21 2  2014	 0 32 35.20     	
6150221_00	28.4856728068	-16.3450816637	670.9151194086	21 2  2014	 0 32 35.40     	
6150221_00	28.4856822281	-16.3451102641	670.9746918445	21 2  2014	 0 32 35.60     	
6150221_00	28.4856917588	-16.3451388119	671.0336353937	21 2  2014	 0 32 35.80     	
6150221_00	28.4857011940	-16.3451672559	671.0932701482	21 2  2014	 0 32 36.00     	
6150221_00	28.4857106367	-16.3451956207	671.1442308780	21 2  2014	 0 32 36.20     	
6150221_00	28.4857200395	-16.3452238267	671.2021604627	21 2  2014	 0 32 36.40     	
6150221_00	28.4857293857	-16.3452519291	671.2669043066	21 2  2014	 0 32 36.60     	
6150221_00	28.4857386727	-16.3452799398	671.3297049291	21 2  2014	 0 32 36.80     	
6150221_00	28.4857479129	-16.3453078741	671.3890834060	21 2  2014	 0 32 37.00     	
6150221_00	28.4857571972	-16.3453356016	671.4329438135	21 2  2014	 0 32 37.20     	
6150221_00	28.4857663668	-16.3453633787	671.5024086758	21 2  2014	 0 32 37.40     	
6150221_00	28.4857754698	-16.3453912379	671.5593566047	21 2  2014	 0 32 37.60     	
6150221_00	28.4857847668	-16.3454190370	671.5765719144	21 2  2014	 0 32 37.80     	
6150221_00	28.4857940443	-16.3454466211	671.5688720895	21 2  2014	 0 32 38.00     	
6150221_00	28.4858032639	-16.3454742783	671.5911572985	21 2  2014	 0 32 38.20     	
6150221_00	28.4858124161	-16.3455019746	671.6050240565	21 2  2014	 0 32 38.40     	
